The_HoboMC, 0.5799999999999841
jperrm, -32.65999999999997
HorseScary, 0.8900000000000432
Nightwiiyou, 1.1899999999999977
Sh0oting_Star, 1.1899999999999977
neyoa, 0.0
Elkyn, 0.20000000000001705
DreadLord77, 0.4399999999999977
3t3r_ch0mp, 1.8400000000000034
SAGEPoet, 2.6399999999999864
GloriousShaft, 0.0
trASSh_, 1.3899999999999864
Endray, 1.1299999999999955
23456789, -27.180000000000007
StephandeBeer, 0.03999999999999204
Swiftzer, 0.05000000000001137
dropty, 0.17000000000001592
gemaruu, 0.9699999999999989
grTnk, 0.3900000000000148
PattyMonster, -16.92999999999998
FireFlame606, -19.090000000000003
DaDuckie, -16.49000000000001
ILIKEM5, 0.12000000000000455
beedit, 0.0
SWDinoWei, 0.0
Topexe, 2.2600000000000193
Gizzy__, 0.0
Dymaxxx, 0.6199999999999761
TenseiYT, -19.44999999999999
josjo, -16.97
arranamus, -15.650000000000006
Koquip, 0.4800000000000182
KirboLirbo, 0.0
Mr_Tych, -15.139999999999986
Flojna, 0.0
RDFL, -16.0
Eureka2013, 0.0
Sh_a_rk, 0.12000000000000455
OlMcG, 2.3400000000000034
Poitato_, 0.0
A_average_gamer, 1.509999999999991
Lionrewore1010, -18.579999999999984
Harmiony, -11.829999999999984
Ovi360, -16.47999999999999
Turtle_God, -14.930000000000007
Atenxd, 0.0
XBLDreamz, -14.26000000000002
serefolIUESVF, 0.030000000000001137
LostInterest, 0.0
DurandalNA, -17.230000000000018
itzdaduck, -14.360000000000014
Mackers, 0.0
MrInvis, -13.149999999999977
TaSoft, 0.0
smhtoast, -13.45999999999998
LongHairRem, -13.969999999999999
1stick1, 2.039999999999992
BlackPhantom511, -1.0100000000000193
Wagee_, -0.11000000000001364
ginlang, -15.240000000000009
TEOTEO1969, -1.75
HsZekken, 0.19999999999998863
Ikkevoid, -0.46000000000000796
2kHalo, -13.830000000000013
KingKir05, -13.25
Battekyake, -11.689999999999998
Doublerr1, 0.0
TravisScat, -0.44000000000002615
wolvves, -11.51000000000002
dogsarop, -12.650000000000006
MythicalCynical, 1.9599999999999795
frangous, 0.3100000000000023
Unsealable, -12.759999999999991
MehWeh, -3.8400000000000034
erik_chen, -10.159999999999997
JazzWithJason, -12.430000000000007
destinyXYZ, -14.049999999999983
Inplse, 0.009999999999990905
uwupenguin, -4.789999999999992
jetfantastic, -11.329999999999998
MegaTurtle26, -10.309999999999988
_rmf, -6.569999999999993
Jijibean, -10.790000000000006
Nahchill, 10.609999999999985
DVDMaxim, -10.129999999999995
MinerMaster04, 1.0200000000000102
0shui, -9.450000000000003
Creamy7890, -0.3100000000000023
balddude, -4.789999999999992
IGDT, -13.0
MARZ356, 1.4300000000000068
labb1e, 0.5600000000000023
kladds, 1.0699999999999932
RedYSZ_V2, -5.329999999999998
thunderwolf0492, -8.290000000000006
NableShnable, -10.659999999999997
Enderman911, -10.530000000000001
Scuj, -9.590000000000003
JoelTiger, -2.9099999999999966
Grrynn, 0.9499999999999886
Aeriale, -6.200000000000003
OwoFlexZ, -7.310000000000002
SergeantSar, 5.150000000000006
SergeantSarah, -5.029999999999987
SuperiorDrag, 10.86
zaynum2, 11.440000000000012
Iamtian83, 84.23
Declining_Star, 0.9400000000000119
lesbianeyoa, -1.759999999999998
DarthDog56, -1.3399999999999963
Proogameryt77, -1.509999999999998
SpookyXero, -0.7799999999999976
_Nannerb, 0.0
VioloZombie, 0.0
assetass, -0.1299999999999999
zayyae, -0.009999999999999787
SpekCz, -0.04999999999999982
SwantaMan, -0.009999999999999787
Altatude, -0.009999999999999787
